x,y
-1.0,0.36787944117144233
-0.999,0.3686155676876668
-0.998,0.36935242848696326
-0.997,0.37009002208677383
-0.996,0.3708283469971774
-0.995,0.37156740172088687
-0.994,0.37230718475324615
-0.993,0.3730476945822278
-0.992,0.37378892968843036
-0.991,0.3745308885450759
-0.99,0.37527356961800734
-0.989,0.3760169713656866
-0.988,0.3767610922391919
-0.987,0.37750593068221555
-0.986,0.3782514851310619
-0.985,0.3789977540146453
-0.984,0.37974473575448814
-0.983,0.38049242876471856
-0.982,0.381240831452069
-0.981,0.38198994221587407
-0.98,0.3827397594480691
-0.979,0.3834902815331882
-0.978,0.38424150684836295
-0.977,0.3849934337633206
-0.976,0.3857460606403828
-0.975,0.38649938583446425
-0.974,0.38725340769307115
-0.973,0.3880081245563003
-0.972,0.3887635347568377
-0.971,0.38951963661995753
-0.97,0.3902764284635212
-0.969,0.39103390859797615
-0.968,0.39179207532635535
-0.967,0.3925509269442763
-0.966,0.3933104617399401
-0.965,0.3940706779941313
-0.964,0.3948315739802169
-0.963,0.39559314796414574
-0.962,0.39635539820444854
-0.961,0.39711832295223726
-0.96,0.3978819204512047
-0.959,0.3986461889376245
-0.958,0.39941112664035094
-0.957,0.4001767317808187
-0.956,0.40094300257304305
-0.955,0.4017099372236201
-0.954,0.40247753393172636
-0.953,0.40324579088911966
-0.952,0.40401470628013897
-0.951,0.404784278281705
-0.95,0.4055545050633206
-0.949,0.4063253847870713
-0.948,0.40709691560762584
-0.947,0.40786909567223706
-0.946,0.40864192312074227
-0.945,0.4094153960855646
-0.944,0.4101895126917134
-0.943,0.41096427105678546
-0.942,0.41173966929096617
-0.941,0.41251570549703054
-0.94,0.4132923777703442
-0.939,0.41406968419886514
-0.938,0.4148476228631447
-0.9369999999999999,0.41562619183632904
-0.9359999999999999,0.41640538918416103
-0.9349999999999999,0.4171852129649813
-0.9339999999999999,0.41796566122973033
-0.9329999999999999,0.41874673202194995
-0.9319999999999999,0.4195284233777854
-0.9309999999999999,0.42031073332598684
-0.9299999999999999,0.42109365988791186
-0.9289999999999999,0.4218772010775272
